CodeNo,BTSName,DgOnLoad,SiteOnBat,HasRecord,RecordDate
IMJBL-15008,Pali BB,0,0,0,7/14/2017
IMJBL-15067,BADERI,29128,333,1,7/14/2017
IMJBL-15068,NIGHARI,0,7061,1,7/14/2017
IMJBL-15006,Bhagra(Umaria),0,7070,1,7/14/2017
IMJBL-38081,Khamtara,5596,256,1,7/14/2017
IMJBL-38061,Ganeshpur_ Rptr,0,13939,1,7/14/2017
IMREW-46016,Budhanpur,0,13774,1,7/14/2017
IMREW-46025,Funga,1861,6582,1,7/14/2017
IMREW-46023,Nigwani,11482,9185,1,7/14/2017
IMREW-46017,Pipariya,0,10971,1,7/14/2017
IMJBL-15013,BHAROLA,0,7357,1,7/14/2017
IMJBL-15023,Karkeli,0,15512,1,7/14/2017
IMJBL-38019,Badwara,0,4539,1,7/14/2017
IMJBL-38131,KATARIYA,0,0,0,7/14/2017
IMJBL-15027,LOHRA,0,7931,1,7/14/2017
IMJBL-15001,Umaria 2,0,0,1,7/14/2017
IMJBL-39215,Magarmuna,1824,6581,1,7/15/2017
IMJBL-39356,Sahsan,35442,4084,1,7/15/2017
IMJBL-39229,Shahpura,0,6026,1,7/15/2017
IMJBL-39239,Parsel,9732,18276,1,7/15/2017
IMJBL-39222,Patan,0,5575,1,7/15/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3425,1,7/15/2017
IMJBL-39237,Gubra Kalan,0,20825,1,7/15/2017
IMJBL-39292,Khini,3787,17993,1,7/15/2017
IMREW-46002,Jamuna Pasan,17165,4162,1,7/15/2017
IMREW-46031,Amadand,51544,0,1,7/15/2017
IMJBL-15004,Ghunghuti,0,4465,1,7/15/2017
IMJBL-15002,Nowrozabad,0,8749,1,7/15/2017
IMJBL-15003,Pali,0,486,1,7/15/2017
IMJBL-15008,Pali BB,0,0,0,7/15/2017
IMJBL-15067,BADERI,6332,61,1,7/15/2017
IMJBL-15068,NIGHARI,10189,15476,1,7/15/2017
IMJBL-15006,Bhagra(Umaria),0,15384,1,7/15/2017
IMJBL-38081,Khamtara,33789,3923,1,7/15/2017
IMJBL-38061,Ganeshpur_ Rptr,0,22273,1,7/15/2017
IMREW-46016,Budhanpur,0,9715,1,7/15/2017
IMREW-46025,Funga,24647,24456,1,7/15/2017
IMREW-46023,Nigwani,7463,7043,1,7/15/2017
IMREW-46017,Pipariya,0,9407,1,7/15/2017
IMJBL-15013,BHAROLA,7102,15059,1,7/15/2017
IMJBL-15023,Karkeli,0,7837,1,7/15/2017
IMJBL-38019,Badwara,0,8968,1,7/15/2017
IMJBL-38131,KATARIYA,0,0,0,7/15/2017
IMJBL-15027,LOHRA,0,27304,1,7/15/2017
IMJBL-15001,Umaria 2,0,0,1,7/15/2017
IMJBL-39215,Magarmuna,0,4023,1,7/16/2017
IMJBL-39356,Sahsan,3008,3268,1,7/16/2017
IMJBL-39229,Shahpura,0,610,1,7/16/2017
IMJBL-39239,Parsel,0,14384,1,7/16/2017
IMJBL-39222,Patan,0,4335,1,7/16/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3269,1,7/16/2017
IMJBL-39237,Gubra Kalan,0,11175,1,7/16/2017
IMJBL-39292,Khini,0,8454,1,7/16/2017
IMREW-46002,Jamuna Pasan,21303,22004,1,7/16/2017
IMREW-46031,Amadand,86253,0,1,7/16/2017
IMJBL-15004,Ghunghuti,0,0,0,7/16/2017
IMJBL-15002,Nowrozabad,0,13176,1,7/16/2017
IMJBL-15003,Pali,0,3211,1,7/16/2017
IMJBL-15008,Pali BB,0,0,0,7/16/2017
IMJBL-15067,BADERI,37416,677,1,7/16/2017
IMJBL-15068,NIGHARI,46171,15406,1,7/16/2017
IMJBL-15006,Bhagra(Umaria),0,6251,1,7/16/2017
IMJBL-38081,Khamtara,45909,15361,1,7/16/2017
IMJBL-38061,Ganeshpur_ Rptr,0,16360,1,7/16/2017
IMREW-46016,Budhanpur,19587,41027,1,7/16/2017
IMREW-46025,Funga,5486,19954,1,7/16/2017
IMREW-46023,Nigwani,0,5938,1,7/16/2017
IMREW-46017,Pipariya,0,10010,1,7/16/2017
IMJBL-15013,BHAROLA,0,9902,1,7/16/2017
IMJBL-15023,Karkeli,1228,17272,1,7/16/2017
IMJBL-38019,Badwara,0,1817,1,7/16/2017
IMJBL-38131,KATARIYA,0,0,0,7/16/2017
IMJBL-15027,LOHRA,0,12636,1,7/16/2017
IMJBL-15001,Umaria 2,0,0,1,7/16/2017
IMJBL-39215,Magarmuna,9561,7280,1,7/17/2017
IMJBL-39356,Sahsan,0,0,1,7/17/2017
IMJBL-39229,Shahpura,0,1219,1,7/17/2017
IMJBL-39239,Parsel,3886,33100,1,7/17/2017
IMJBL-39222,Patan,0,6014,1,7/17/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3364,1,7/17/2017
IMJBL-39237,Gubra Kalan,0,9610,1,7/17/2017
IMJBL-39292,Khini,0,2159,1,7/17/2017
IMREW-46002,Jamuna Pasan,763,9459,1,7/17/2017
IMREW-46031,Amadand,67015,0,1,7/17/2017
IMJBL-15004,Ghunghuti,0,0,0,7/17/2017
IMJBL-15002,Nowrozabad,0,7337,1,7/17/2017
IMJBL-15003,Pali,0,1621,1,7/17/2017
IMJBL-15008,Pali BB,0,0,0,7/17/2017
IMJBL-15067,BADERI,242,60,1,7/17/2017
IMJBL-15068,NIGHARI,7218,13788,1,7/17/2017
IMJBL-15006,Bhagra(Umaria),0,11184,1,7/17/2017
IMJBL-38081,Khamtara,12362,10029,1,7/17/2017
IMJBL-38061,Ganeshpur_ Rptr,0,43402,1,7/17/2017
IMREW-46016,Budhanpur,134,17778,1,7/17/2017
IMREW-46025,Funga,4619,14189,1,7/17/2017
IMREW-46023,Nigwani,1045,7050,1,7/17/2017
IMREW-46017,Pipariya,0,10398,1,7/17/2017
IMJBL-15013,BHAROLA,0,3936,1,7/17/2017
IMJBL-15023,Karkeli,0,9339,1,7/17/2017
IMJBL-38019,Badwara,0,7293,1,7/17/2017
IMJBL-38131,KATARIYA,0,0,0,7/17/2017
IMJBL-15027,LOHRA,0,8259,1,7/17/2017
IMJBL-15001,Umaria 2,0,0,1,7/17/2017
IMJBL-39215,Magarmuna,21392,15687,1,7/18/2017
IMJBL-39356,Sahsan,7455,12089,1,7/18/2017
IMJBL-39229,Shahpura,1902,14281,1,7/18/2017
IMJBL-39239,Parsel,33647,25305,1,7/18/2017
IMJBL-39222,Patan,0,5606,1,7/18/2017
IMJBL-39223,Guru Mohalla-  Patan,0,4697,1,7/18/2017
IMJBL-39237,Gubra Kalan,0,25752,1,7/18/2017
IMJBL-39292,Khini,16480,31343,1,7/18/2017
IMREW-46002,Jamuna Pasan,10166,37333,1,7/18/2017
IMREW-46031,Amadand,341,0,1,7/18/2017
IMJBL-15004,Ghunghuti,0,0,0,7/18/2017
IMJBL-15002,Nowrozabad,0,24065,1,7/18/2017
IMJBL-15003,Pali,0,8152,1,7/18/2017
IMJBL-15008,Pali BB,0,0,0,7/18/2017
IMJBL-15067,BADERI,6762,318,1,7/18/2017
IMJBL-15068,NIGHARI,42461,18654,1,7/18/2017
IMJBL-15006,Bhagra(Umaria),0,24654,1,7/18/2017
IMJBL-38081,Khamtara,31282,11935,1,7/18/2017
IMJBL-38061,Ganeshpur_ Rptr,0,49569,1,7/18/2017
IMREW-46016,Budhanpur,0,2080,1,7/18/2017
IMREW-46025,Funga,10377,22447,1,7/18/2017
IMREW-46023,Nigwani,5352,8305,1,7/18/2017
IMREW-46017,Pipariya,0,8735,1,7/18/2017
IMJBL-15013,BHAROLA,7840,24577,1,7/18/2017
IMJBL-15023,Karkeli,2225,21860,1,7/18/2017
IMJBL-38019,Badwara,0,506,1,7/18/2017
IMJBL-38131,KATARIYA,0,0,0,7/18/2017
IMJBL-15027,LOHRA,0,24700,1,7/18/2017
IMJBL-15001,Umaria 2,0,0,1,7/18/2017
IMJBL-39215,Magarmuna,3727,6870,1,7/19/2017
IMJBL-39356,Sahsan,4546,3074,1,7/19/2017
IMJBL-39229,Shahpura,879,8042,1,7/19/2017
IMJBL-39239,Parsel,0,17211,1,7/19/2017
IMJBL-39222,Patan,2828,8619,1,7/19/2017
IMJBL-39223,Guru Mohalla-  Patan,0,11578,1,7/19/2017
IMJBL-39237,Gubra Kalan,0,8315,1,7/19/2017
IMJBL-39292,Khini,0,9151,1,7/19/2017
IMREW-46002,Jamuna Pasan,12439,8146,1,7/19/2017
IMREW-46031,Amadand,9412,0,1,7/19/2017
IMJBL-15004,Ghunghuti,0,0,0,7/19/2017
IMJBL-15002,Nowrozabad,0,1773,1,7/19/2017
IMJBL-15003,Pali,0,1708,1,7/19/2017
IMJBL-15008,Pali BB,0,0,0,7/19/2017
IMJBL-15067,BADERI,12031,305,1,7/19/2017
IMJBL-15068,NIGHARI,51170,18241,1,7/19/2017
IMJBL-15006,Bhagra(Umaria),0,24253,1,7/19/2017
IMJBL-38081,Khamtara,7191,681,1,7/19/2017
IMJBL-38061,Ganeshpur_ Rptr,0,36682,1,7/19/2017
IMREW-46016,Budhanpur,0,11824,1,7/19/2017
IMREW-46025,Funga,3606,17430,1,7/19/2017
IMREW-46023,Nigwani,0,2252,1,7/19/2017
IMREW-46017,Pipariya,0,7067,1,7/19/2017
IMJBL-15013,BHAROLA,0,25198,1,7/19/2017
IMJBL-15023,Karkeli,0,10942,1,7/19/2017
IMJBL-38019,Badwara,0,0,0,7/19/2017
IMJBL-38131,KATARIYA,0,0,0,7/19/2017
IMJBL-15027,LOHRA,0,26583,1,7/19/2017
IMJBL-15001,Umaria 2,0,0,1,7/19/2017
IMJBL-39215,Magarmuna,5922,7115,1,7/20/2017
IMJBL-39356,Sahsan,4873,619,1,7/20/2017
IMJBL-39229,Shahpura,0,10520,1,7/20/2017
IMJBL-39239,Parsel,2569,20412,1,7/20/2017
IMJBL-39222,Patan,3292,9502,1,7/20/2017
IMJBL-39223,Guru Mohalla-  Patan,0,12214,1,7/20/2017
IMJBL-39237,Gubra Kalan,0,9303,1,7/20/2017
IMJBL-39292,Khini,6508,19389,1,7/20/2017
IMREW-46002,Jamuna Pasan,24709,24738,1,7/20/2017
IMREW-46031,Amadand,42025,0,1,7/20/2017
IMJBL-15004,Ghunghuti,0,0,0,7/20/2017
IMJBL-15002,Nowrozabad,0,26391,1,7/20/2017
IMJBL-15003,Pali,0,1009,1,7/20/2017
IMJBL-15008,Pali BB,0,0,0,7/20/2017
IMJBL-15067,BADERI,17076,1899,1,7/20/2017
IMJBL-15068,NIGHARI,25062,20990,1,7/20/2017
IMJBL-15006,Bhagra(Umaria),0,26416,1,7/20/2017
IMJBL-38081,Khamtara,12722,1440,1,7/20/2017
IMJBL-38061,Ganeshpur_ Rptr,0,14822,1,7/20/2017
IMREW-46016,Budhanpur,120,20852,1,7/20/2017
IMREW-46025,Funga,27249,38058,1,7/20/2017
IMREW-46023,Nigwani,4696,4409,1,7/20/2017
IMREW-46017,Pipariya,0,3136,1,7/20/2017
IMJBL-15013,BHAROLA,10717,30102,1,7/20/2017
IMJBL-15023,Karkeli,0,5642,1,7/20/2017
IMJBL-38019,Badwara,0,0,0,7/20/2017
IMJBL-38131,KATARIYA,0,0,0,7/20/2017
IMJBL-15027,LOHRA,0,38798,1,7/20/2017
IMJBL-15001,Umaria 2,0,0,1,7/20/2017
IMJBL-39215,Magarmuna,7013,13485,1,7/21/2017
IMJBL-39356,Sahsan,0,4219,1,7/21/2017
IMJBL-39229,Shahpura,0,6523,1,7/21/2017
IMJBL-39239,Parsel,0,27619,1,7/21/2017
IMJBL-39222,Patan,0,3178,1,7/21/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3150,1,7/21/2017
IMJBL-39237,Gubra Kalan,0,22282,1,7/21/2017
IMJBL-39292,Khini,2272,20622,1,7/21/2017
IMREW-46002,Jamuna Pasan,21126,11825,1,7/21/2017
IMREW-46031,Amadand,10000,0,1,7/21/2017
IMJBL-15004,Ghunghuti,0,0,0,7/21/2017
IMJBL-15002,Nowrozabad,0,57613,1,7/21/2017
IMJBL-15003,Pali,0,2864,1,7/21/2017
IMJBL-15008,Pali BB,0,0,0,7/21/2017
IMJBL-15067,BADERI,36327,972,1,7/21/2017
IMJBL-15068,NIGHARI,36349,19265,1,7/21/2017
IMJBL-15006,Bhagra(Umaria),0,26874,1,7/21/2017
IMJBL-38081,Khamtara,19557,1342,1,7/21/2017
IMJBL-38061,Ganeshpur_ Rptr,0,34458,1,7/21/2017
IMREW-46016,Budhanpur,0,11848,1,7/21/2017
IMREW-46025,Funga,14333,18788,1,7/21/2017
IMREW-46023,Nigwani,6095,8551,1,7/21/2017
IMREW-46017,Pipariya,0,17006,1,7/21/2017
IMJBL-15013,BHAROLA,6134,25776,1,7/21/2017
IMJBL-15023,Karkeli,0,7725,1,7/21/2017
IMJBL-38019,Badwara,0,0,0,7/21/2017
IMJBL-38131,KATARIYA,0,0,0,7/21/2017
IMJBL-15027,LOHRA,0,18297,1,7/21/2017
IMJBL-15001,Umaria 2,0,0,1,7/21/2017
IMJBL-39215,Magarmuna,7771,6051,1,7/22/2017
IMJBL-39356,Sahsan,2863,3561,1,7/22/2017
IMJBL-39229,Shahpura,942,9762,1,7/22/2017
IMJBL-39239,Parsel,21750,30031,1,7/22/2017
IMJBL-39222,Patan,0,3368,1,7/22/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3193,1,7/22/2017
IMJBL-39237,Gubra Kalan,0,26419,1,7/22/2017
IMJBL-39292,Khini,0,20431,1,7/22/2017
IMREW-46002,Jamuna Pasan,6363,5455,1,7/22/2017
IMREW-46031,Amadand,0,0,1,7/22/2017
IMJBL-15004,Ghunghuti,0,0,0,7/22/2017
IMJBL-15002,Nowrozabad,0,5728,1,7/22/2017
IMJBL-15003,Pali,0,9568,1,7/22/2017
IMJBL-15008,Pali BB,0,0,0,7/22/2017
IMJBL-15067,BADERI,40637,4013,1,7/22/2017
IMJBL-15068,NIGHARI,40116,21867,1,7/22/2017
IMJBL-15006,Bhagra(Umaria),135,31536,1,7/22/2017
IMJBL-38081,Khamtara,32104,9001,1,7/22/2017
IMJBL-38061,Ganeshpur_ Rptr,27828,46358,1,7/22/2017
IMREW-46016,Budhanpur,141,16263,1,7/22/2017
IMREW-46025,Funga,2863,6946,1,7/22/2017
IMREW-46023,Nigwani,9102,7169,1,7/22/2017
IMREW-46017,Pipariya,0,7698,1,7/22/2017
IMJBL-15013,BHAROLA,25545,29062,1,7/22/2017
IMJBL-15023,Karkeli,5166,21239,1,7/22/2017
IMJBL-38019,Badwara,0,0,0,7/22/2017
IMJBL-38131,KATARIYA,0,0,0,7/22/2017
IMJBL-15027,LOHRA,0,40243,1,7/22/2017
IMJBL-15001,Umaria 2,0,0,1,7/22/2017
IMJBL-39215,Magarmuna,26788,11387,1,7/23/2017
IMJBL-39356,Sahsan,3188,4685,1,7/23/2017
IMJBL-39229,Shahpura,0,3239,1,7/23/2017
IMJBL-39239,Parsel,1390,20380,1,7/23/2017
IMJBL-39222,Patan,1983,6833,1,7/23/2017
IMJBL-39223,Guru Mohalla-  Patan,0,9969,1,7/23/2017
IMJBL-39237,Gubra Kalan,6251,56293,1,7/23/2017
IMJBL-39292,Khini,0,15649,1,7/23/2017
IMREW-46002,Jamuna Pasan,10936,6699,1,7/23/2017
IMREW-46031,Amadand,4402,0,1,7/23/2017
IMJBL-15004,Ghunghuti,0,4872,1,7/23/2017
IMJBL-15002,Nowrozabad,0,8104,1,7/23/2017
IMJBL-15003,Pali,0,8093,1,7/23/2017
IMJBL-15008,Pali BB,0,0,0,7/23/2017
IMJBL-15067,BADERI,26942,390,1,7/23/2017
IMJBL-15068,NIGHARI,9405,16224,1,7/23/2017
IMJBL-15006,Bhagra(Umaria),0,13109,1,7/23/2017
IMJBL-38081,Khamtara,6460,5996,1,7/23/2017
IMJBL-38061,Ganeshpur_ Rptr,3686,37091,1,7/23/2017
IMREW-46016,Budhanpur,138,21701,1,7/23/2017
IMREW-46025,Funga,0,0,1,7/23/2017
IMREW-46023,Nigwani,3338,7679,1,7/23/2017
IMREW-46017,Pipariya,0,4441,1,7/23/2017
IMJBL-15013,BHAROLA,0,10083,1,7/23/2017
IMJBL-15023,Karkeli,0,4476,1,7/23/2017
IMJBL-38019,Badwara,0,0,0,7/23/2017
IMJBL-38131,KATARIYA,0,0,0,7/23/2017
IMJBL-15027,LOHRA,0,10153,1,7/23/2017
IMJBL-15001,Umaria 2,0,0,1,7/23/2017
IMJBL-39215,Magarmuna,3425,9244,1,7/24/2017
IMJBL-39356,Sahsan,33734,3945,1,7/24/2017
IMJBL-39229,Shahpura,0,20965,1,7/24/2017
IMJBL-39239,Parsel,21377,33338,1,7/24/2017
IMJBL-39222,Patan,0,3424,1,7/24/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3434,1,7/24/2017
IMJBL-39237,Gubra Kalan,0,22393,1,7/24/2017
IMJBL-39292,Khini,0,10589,1,7/24/2017
IMREW-46002,Jamuna Pasan,4784,7589,1,7/24/2017
IMREW-46031,Amadand,16289,0,1,7/24/2017
IMJBL-15004,Ghunghuti,13205,21503,1,7/24/2017
IMJBL-15002,Nowrozabad,0,13851,1,7/24/2017
IMJBL-15003,Pali,0,7123,1,7/24/2017
IMJBL-15008,Pali BB,0,0,0,7/24/2017
IMJBL-15067,BADERI,23583,438,1,7/24/2017
IMJBL-15068,NIGHARI,39401,21163,1,7/24/2017
IMJBL-15006,Bhagra(Umaria),0,37285,1,7/24/2017
IMJBL-38081,Khamtara,13266,838,1,7/24/2017
IMJBL-38061,Ganeshpur_ Rptr,0,15228,1,7/24/2017
IMREW-46016,Budhanpur,12628,20665,1,7/24/2017
IMREW-46025,Funga,2171,5378,1,7/24/2017
IMREW-46023,Nigwani,1086,6707,1,7/24/2017
IMREW-46017,Pipariya,0,2653,1,7/24/2017
IMJBL-15013,BHAROLA,7145,10680,1,7/24/2017
IMJBL-15023,Karkeli,6253,21781,1,7/24/2017
IMJBL-38019,Badwara,0,0,1,7/24/2017
IMJBL-38131,KATARIYA,0,310,1,7/24/2017
IMJBL-15027,LOHRA,0,8697,1,7/24/2017
IMJBL-15001,Umaria 2,0,0,1,7/24/2017
IMJBL-39215,Magarmuna,2643,4880,1,7/25/2017
IMJBL-39356,Sahsan,4260,6672,1,7/25/2017
IMJBL-39229,Shahpura,0,8028,1,7/25/2017
IMJBL-39239,Parsel,4376,14165,1,7/25/2017
IMJBL-39222,Patan,0,4046,1,7/25/2017
IMJBL-39223,Guru Mohalla-  Patan,0,4284,1,7/25/2017
IMJBL-39237,Gubra Kalan,0,32133,1,7/25/2017
IMJBL-39292,Khini,0,6250,1,7/25/2017
IMREW-46002,Jamuna Pasan,15811,17487,1,7/25/2017
IMREW-46031,Amadand,636,0,1,7/25/2017
IMJBL-15004,Ghunghuti,0,8559,1,7/25/2017
IMJBL-15002,Nowrozabad,0,4503,1,7/25/2017
IMJBL-15003,Pali,0,653,1,7/25/2017
IMJBL-15008,Pali BB,0,0,0,7/25/2017
IMJBL-15067,BADERI,55469,1739,1,7/25/2017
IMJBL-15068,NIGHARI,3494,18352,1,7/25/2017
IMJBL-15006,Bhagra(Umaria),0,10577,1,7/25/2017
IMJBL-38081,Khamtara,3860,561,1,7/25/2017
IMJBL-38061,Ganeshpur_ Rptr,0,14897,1,7/25/2017
IMREW-46016,Budhanpur,0,6353,1,7/25/2017
IMREW-46025,Funga,1821,11310,1,7/25/2017
IMREW-46023,Nigwani,0,4655,1,7/25/2017
IMREW-46017,Pipariya,0,14469,1,7/25/2017
IMJBL-15013,BHAROLA,22093,43871,1,7/25/2017
IMJBL-15023,Karkeli,0,10259,1,7/25/2017
IMJBL-38019,Badwara,0,647,1,7/25/2017
IMJBL-38131,KATARIYA,0,307,1,7/25/2017
IMJBL-15027,LOHRA,0,26314,1,7/25/2017
IMJBL-15001,Umaria 2,0,0,1,7/25/2017
IMJBL-39215,Magarmuna,5491,8027,1,7/26/2017
IMJBL-39356,Sahsan,0,635,1,7/26/2017
IMJBL-39229,Shahpura,0,4907,1,7/26/2017
IMJBL-39239,Parsel,0,18996,1,7/26/2017
IMJBL-39222,Patan,0,3039,1,7/26/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2869,1,7/26/2017
IMJBL-39237,Gubra Kalan,0,15712,1,7/26/2017
IMJBL-39292,Khini,0,3853,1,7/26/2017
IMREW-46002,Jamuna Pasan,14687,2134,1,7/26/2017
IMREW-46031,Amadand,5254,0,1,7/26/2017
IMJBL-15004,Ghunghuti,0,5334,1,7/26/2017
IMJBL-15002,Nowrozabad,0,3826,1,7/26/2017
IMJBL-15003,Pali,0,2123,1,7/26/2017
IMJBL-15008,Pali BB,0,0,0,7/26/2017
IMJBL-15067,BADERI,8231,1340,1,7/26/2017
IMJBL-15068,NIGHARI,7102,13836,1,7/26/2017
IMJBL-15006,Bhagra(Umaria),0,15177,1,7/26/2017
IMJBL-38081,Khamtara,13611,460,1,7/26/2017
IMJBL-38061,Ganeshpur_ Rptr,0,28081,1,7/26/2017
IMREW-46016,Budhanpur,0,8375,1,7/26/2017
IMREW-46025,Funga,0,6185,1,7/26/2017
IMREW-46023,Nigwani,1277,2601,1,7/26/2017
IMREW-46017,Pipariya,0,11879,1,7/26/2017
IMJBL-15013,BHAROLA,0,2611,1,7/26/2017
IMJBL-15023,Karkeli,0,8929,1,7/26/2017
IMJBL-38019,Badwara,0,1396,1,7/26/2017
IMJBL-38131,KATARIYA,0,3469,1,7/26/2017
IMJBL-15027,LOHRA,0,3026,1,7/26/2017
IMJBL-15001,Umaria 2,0,0,1,7/26/2017
IMJBL-39215,Magarmuna,2885,4038,1,7/27/2017
IMJBL-39356,Sahsan,0,702,1,7/27/2017
IMJBL-39229,Shahpura,0,10592,1,7/27/2017
IMJBL-39239,Parsel,1805,18065,1,7/27/2017
IMJBL-39222,Patan,0,2637,1,7/27/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2575,1,7/27/2017
IMJBL-39237,Gubra Kalan,0,40644,1,7/27/2017
IMJBL-39292,Khini,4015,25511,1,7/27/2017
IMREW-46002,Jamuna Pasan,11711,1131,1,7/27/2017
IMREW-46031,Amadand,56376,0,1,7/27/2017
IMJBL-15004,Ghunghuti,15930,19108,1,7/27/2017
IMJBL-15002,Nowrozabad,0,17780,1,7/27/2017
IMJBL-15003,Pali,0,8359,1,7/27/2017
IMJBL-15008,Pali BB,0,0,0,7/27/2017
IMJBL-15067,BADERI,18026,1787,1,7/27/2017
IMJBL-15068,NIGHARI,41651,23213,1,7/27/2017
IMJBL-15006,Bhagra(Umaria),0,30810,1,7/27/2017
IMJBL-38081,Khamtara,9805,442,1,7/27/2017
IMJBL-38061,Ganeshpur_ Rptr,0,72722,1,7/27/2017
IMREW-46016,Budhanpur,2228,18926,1,7/27/2017
IMREW-46025,Funga,344,7432,1,7/27/2017
IMREW-46023,Nigwani,0,7686,1,7/27/2017
IMREW-46017,Pipariya,0,19432,1,7/27/2017
IMJBL-15013,BHAROLA,3565,23124,1,7/27/2017
IMJBL-15023,Karkeli,5155,16193,1,7/27/2017
IMJBL-38019,Badwara,0,2654,1,7/27/2017
IMJBL-38131,KATARIYA,0,8577,1,7/27/2017
IMJBL-15027,LOHRA,0,26055,1,7/27/2017
IMJBL-15001,Umaria 2,0,0,1,7/27/2017
IMJBL-39215,Magarmuna,0,2954,1,7/28/2017
IMJBL-39356,Sahsan,0,725,1,7/28/2017
IMJBL-39229,Shahpura,1409,4261,1,7/28/2017
IMJBL-39239,Parsel,28721,32829,1,7/28/2017
IMJBL-39222,Patan,0,1982,1,7/28/2017
IMJBL-39223,Guru Mohalla-  Patan,0,1974,1,7/28/2017
IMJBL-39237,Gubra Kalan,0,24647,1,7/28/2017
IMJBL-39292,Khini,2522,11610,1,7/28/2017
IMREW-46002,Jamuna Pasan,89,4013,1,7/28/2017
IMREW-46031,Amadand,10376,0,1,7/28/2017
IMJBL-15004,Ghunghuti,7582,13661,1,7/28/2017
IMJBL-15002,Nowrozabad,0,7433,1,7/28/2017
IMJBL-15003,Pali,0,9562,1,7/28/2017
IMJBL-15008,Pali BB,0,0,0,7/28/2017
IMJBL-15067,BADERI,14152,0,1,7/28/2017
IMJBL-15068,NIGHARI,35179,19682,1,7/28/2017
IMJBL-15006,Bhagra(Umaria),0,9227,1,7/28/2017
IMJBL-38081,Khamtara,13646,353,1,7/28/2017
IMJBL-38061,Ganeshpur_ Rptr,0,45666,1,7/28/2017
IMREW-46016,Budhanpur,0,11262,1,7/28/2017
IMREW-46025,Funga,4324,15779,1,7/28/2017
IMREW-46023,Nigwani,932,3140,1,7/28/2017
IMREW-46017,Pipariya,0,13278,1,7/28/2017
IMJBL-15013,BHAROLA,0,7715,1,7/28/2017
IMJBL-15023,Karkeli,0,8796,1,7/28/2017
IMJBL-38019,Badwara,0,227,1,7/28/2017
IMJBL-38131,KATARIYA,0,4875,1,7/28/2017
IMJBL-15027,LOHRA,0,7191,1,7/28/2017
IMJBL-15001,Umaria 2,0,0,1,7/28/2017
IMJBL-39215,Magarmuna,0,4598,1,7/29/2017
IMJBL-39356,Sahsan,3428,1786,1,7/29/2017
IMJBL-39229,Shahpura,0,2644,1,7/29/2017
IMJBL-39239,Parsel,7394,49457,1,7/29/2017
IMJBL-39222,Patan,0,3807,1,7/29/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3653,1,7/29/2017
IMJBL-39237,Gubra Kalan,0,26478,1,7/29/2017
IMJBL-39292,Khini,0,15923,1,7/29/2017
IMREW-46002,Jamuna Pasan,6210,1214,1,7/29/2017
IMREW-46031,Amadand,2268,0,1,7/29/2017
IMJBL-15004,Ghunghuti,0,2444,1,7/29/2017
IMJBL-15002,Nowrozabad,0,9631,1,7/29/2017
IMJBL-15003,Pali,0,0,1,7/29/2017
IMJBL-15008,Pali BB,0,0,0,7/29/2017
IMJBL-15067,BADERI,3454,462,1,7/29/2017
IMJBL-15068,NIGHARI,37420,23750,1,7/29/2017
IMJBL-15006,Bhagra(Umaria),0,25938,1,7/29/2017
IMJBL-38081,Khamtara,6772,678,1,7/29/2017
IMJBL-38061,Ganeshpur_ Rptr,0,15482,1,7/29/2017
IMREW-46016,Budhanpur,1454,11196,1,7/29/2017
IMREW-46025,Funga,9844,9747,1,7/29/2017
IMREW-46023,Nigwani,0,2582,1,7/29/2017
IMREW-46017,Pipariya,0,9740,1,7/29/2017
IMJBL-15013,BHAROLA,0,304,1,7/29/2017
IMJBL-15023,Karkeli,0,10591,1,7/29/2017
IMJBL-38019,Badwara,0,5336,1,7/29/2017
IMJBL-38131,KATARIYA,0,7583,1,7/29/2017
IMJBL-15027,LOHRA,0,287,1,7/29/2017
IMJBL-15001,Umaria 2,0,0,1,7/29/2017
IMJBL-39215,Magarmuna,241,2119,1,7/30/2017
IMJBL-39356,Sahsan,4991,4412,1,7/30/2017
IMJBL-39229,Shahpura,0,2278,1,7/30/2017
IMJBL-39239,Parsel,2494,84284,1,7/30/2017
IMJBL-39222,Patan,0,1016,1,7/30/2017
IMJBL-39223,Guru Mohalla-  Patan,0,1080,1,7/30/2017
IMJBL-39237,Gubra Kalan,0,11131,1,7/30/2017
IMJBL-39292,Khini,0,8903,1,7/30/2017
IMREW-46002,Jamuna Pasan,12874,7907,1,7/30/2017
IMREW-46031,Amadand,258,0,1,7/30/2017
IMJBL-15004,Ghunghuti,0,4045,1,7/30/2017
IMJBL-15002,Nowrozabad,0,5311,1,7/30/2017
IMJBL-15003,Pali,0,953,1,7/30/2017
IMJBL-15008,Pali BB,0,0,0,7/30/2017
IMJBL-15067,BADERI,5220,587,1,7/30/2017
IMJBL-15068,NIGHARI,35449,17689,1,7/30/2017
IMJBL-15006,Bhagra(Umaria),0,3245,1,7/30/2017
